Atomic,Venture Fund,"Pre-SeedSeed,Series A",www.atomic.vc,E-CommerceFinTech
Atomico,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.atomico.com,"Food and BeverageComputerHardwareDeepTech,HR TechHealth & WellnessConsumerService Industry,Consumer ElectronicsEntertainment & Media,Information TechnologySoftwareCreator EconomyCRM,Marketing (MarTech)SaaSSales AutomationHealthcare,Medical DeviceWearables & Quantified Self,Big Data & AnalyticsCommunity,Artificial Intelligence & Machine Learning (AI/ML)Enterprise,AppsE-CommerceMarket ResearchRetailTech"
Atreides Management,Venture Fund,"Pre-SeedSeed,Series A",www.atreidesmgmt.com,SoftwareMobileSaaSConsumerFinTech
ATX Venture Partners,Venture Fund,"SeedSeries A,Series B","http://www.atxventurepartners.com/","Developer ToolsSales AutomationSoftwareFinTech,EnterpriseMobileSaaSManufacturing,Artificial Intelligence & Machine Learning (AI/ML)Computer,Information TechnologyRetailTechRoboticsHR Tech,CloudTechCybersecurityRisk ManagementHospitality,PropTechTravelHardwareIoT (Internet of Things),Marketplace"
AU21 Capital,Venture Fund,"Pre-SeedSeed,Series A",www.au21.capital,SoftwareMobileSaaSConsumerFinTech
Audacious Ventures,Venture Fund,Seed,https://www.audacious.co,SaaSMarketplaceCryptocurrency / Blockchain
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
August Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.augustcap.com,"Big Data & AnalyticsHealthcareInformation Technology,Developer ToolsRetailTechCybersecurityEnterprise,InsurTechArtificial Intelligence & Machine Learning (AI/ML),SaaSSoftwareQuality AssuranceAdvertising (AdTech),TravelB2BAppsEntertainment & Media,Creator EconomyFinTechCloudTechHospitality,LogisticsPropTechE-CommerceDelivery,RestaurantTech"
Austin Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.austinventures.com,"Big Data & AnalyticsCloudTechCybersecurity,Information TechnologySaaSCreator Economy,Developer ToolsSoftware"
Ausum Ventures,Venture Fund,"SeedSeries A,Series B",https://www.ausum.vc/,"EdTechEnterpriseHR Tech,Augmented & Virtual Reality (AR/VR)"
Authentic Ventures,Venture Fund,"SeedSeries A,Series B","http://www.authentic-ventures.com","Artificial Intelligence & Machine Learning (AI/ML)FinTech,Big Data & AnalyticsCloudTechCybersecurity,HealthcareE-CommerceEdTechImpact Investing,SaaS"
Autism Impact Fund,Venture Fund,"Pre-SeedSeed,Series A","https://www.autismimpact.fund/",BioTechMedical DevicePharmaceuticals
Automotive Ventures,Venture Fund,"SeedSeries A,Series B","https://www.automotiveventures.com",Information TechnologyRidesharingTransportation
AV8 Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.av8.vc,"HealthcareInformation TechnologyMedical Device,CybersecurityEnterpriseEntertainment & Media,Artificial Intelligence & Machine Learning (AI/ML),Creator EconomySoftware"
Ava Labs,Venture Fund,"Pre-SeedSeed,Series ASeries B",https://avalabs.org/,"Cryptocurrency / BlockchainComputerCybersecurity,SoftwareFinTechInformation Technology"
Avalanche (Avalabs),Corporate VC,"Pre-SeedSeed,Series A",https://www.avalabs.org/,Cryptocurrency / BlockchainSaaSSoftware
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
Avalon Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.avalon-ventures.com,"Advertising (AdTech)Big Data & AnalyticsSaaS,Marketing (MarTech)Software,Artificial Intelligence & Machine Learning (AI/ML),CollaborationEnterpriseIoT (Internet of Things)BioTech,Healthcare"
Avanta Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.avantaventures.com,"LogisticsRisk ManagementSupply Chain Tech,Transportation"
AVentures Capital,Venture Fund,"SeedSeries A,Series B",http://aventurescapital.com,"Advertising (AdTech)B2BMarketing (MarTech),EnterpriseSaaS"
Avid Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.avidventures.com,FinTechInformation TechnologySoftwareApps
AXA Venture Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D",https://www.axavp.com/,"FinTechInsurTechCloudTechCybersecurity,Developer ToolsEnterpriseSoftwareHealthcare,Information TechnologyMedical DeviceHealth & Wellness,EdTechCustomer ServiceSales Automation,Artificial Intelligence & Machine Learning (AI/ML)CRM,IoT (Internet of Things)Marketing (MarTech)Mobile,AppsLogisticsTransportationMarketplace,PaaS (Platforms)RetailTech"
Axon Ventures,Venture Fund,"SeedSeries A,Series B",https://www.axon.vc/,FinTechE-CommerceSaaS
Azafran Capital Partners,Venture Fund,"SeedSeries A,Series B","http://azafrancapitalpartners.com/","ManufacturingAgTech (FarmTech),Artificial Intelligence & Machine Learning (AI/ML)AudioTech,Augmented & Virtual Reality (AR/VR)Healthcare,IoT (Internet of Things)Life ScienceSaaS"
Azimuth Capital Management,Venture Fund,"SeedSeries A,Series BSeries C","http://navigatingenergy.com/","AgTech (FarmTech)TransportationAdvanced Materials,ClimateTech & CleanTechEnergyManufacturing"
Azure Capital Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.azurecap.com,IoT (Internet of Things)SaaSTelecommunications (TMT)
B Capital Group,Venture Fund,"Pre-SeedSeed,Series A",www.bcapgroup.com,"Artificial Intelligence & Machine Learning (AI/ML),CybersecurityFinTechHealthcareInsurTech,TransportationConsumer"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
B&Y Venture Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D",https://byvp.com/,"Artificial Intelligence & Machine Learning (AI/ML)B2BB2C,CloudTechE-CommerceFinTechSaaS"
B37 Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.b37.vc,"Artificial Intelligence & Machine Learning (AI/ML),RestaurantTechIoT (Internet of Things)Manufacturing,Robotics"
Backend Capital,Venture Fund,"SeedSeries A,Series B",https://backendcapital.com,"Consumer ElectronicsInformation TechnologySaaS,Artificial Intelligence & Machine Learning (AI/ML),Big Data & AnalyticsDeveloper ToolsSoftware,HealthcareHealth & WellnessFinTech,Cryptocurrency / BlockchainCloudTech,Marketing (MarTech)Entertainment & Media,Productivity Tools"
Backstage Capital,Accelerator,"Pre-SeedSeed,Series A",www.backstagecapital.com,MobileSaaSTelecommunications (TMT)
Baillie Gifford,Venture Fund,"SeedSeries A,Series BSeries C,Series D","https://www.bailliegifford.com/","Professional ServicesService IndustryBioTechFashion,ManufacturingHealthcareMedical DeviceLife Science,ConsumerConsumer GoodsE-CommerceRetailTech,TravelPharmaceuticalsBig Data & Analytics,Artificial Intelligence & Machine Learning (AI/ML)Industrials,SaaSSoftware"
Bain Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series DPre-Seed",http://www.baincapital.com,"FinTechMarketplacePropTech,Artificial Intelligence & Machine Learning (AI/ML)CloudTech,Information TechnologyB2BHR TechInsurTech,SoftwareProductivity ToolsConsumer Goods,E-CommerceFashionConsumerMobileSaaS,EnterpriseEventsCryptocurrency / Blockchain,InfrastructureCollaborationAppsComputer,CybersecurityProfessional ServicesRisk Management,Big Data & AnalyticsMarketing (MarTech)"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
Bain Capital Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D","www.baincapitalventures.com","CloudTechCybersecurityInformation TechnologySaaS,ComputerSoftwareCollaborationProductivity Tools,E-CommerceFinTechCRMMarketing (MarTech),Artificial Intelligence & Machine Learning (AI/ML),Developer ToolsB2BHR TechInsurTech,TransportationLogisticsFuture of WorkMarketplace,EnterpriseBig Data & AnalyticsFood and Beverage,RestaurantTechHealthcareSupply Chain Tech,Market ResearchManufacturingSimulationApps,FashionIoT (Internet of Things)AgTech (FarmTech),CommunityMedical DeviceConsulting,Entertainment & MediaPaaS (Platforms),Advertising (AdTech)Creator Economy,Cryptocurrency / BlockchainHealth & WellnessEdTech,PharmaceuticalsProfessional ServicesRisk Management"
Baird Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.rwbaird.com,"EnterpriseSaaSSoftwareInformation Technology,LogisticsSupply Chain TechFinTechE-Commerce,BioTechHealthcareMedical DeviceCustomer Service,Productivity ToolsBig Data & Analytics,Artificial Intelligence & Machine Learning (AI/ML)Life Science,Wearables & Quantified SelfHR TechCybersecurityApps,ConsultingMobileRisk Management"
Balance Point Capital Partners,Venture Fund,"Pre-SeedSeed,Series A","www.balancepointcapital.com",SoftwareMobileSaaSConsumerFinTech
Balderton Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.balderton.com,"HealthcareArtificial Intelligence & Machine Learning (AI/ML),Medical DeviceAppsMobileInformation Technology,SaaSSoftwareQuality Assurance"
BAM Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.bam.vc,"E-CommerceRetailTechDeveloper Tools,E-Sports (Gaming)MobilePropTechAppsSoftware,ClimateTech & CleanTechEnergyProfessional Services,IoT (Internet of Things)"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
Bank of Montreal,Corporate VC,"Series BSeries C,Series D",http://www.bmo.com,"HealthcareIoT (Internet of Things)Medical Device,E-CommerceFashionRetailTechCloudTech,CybersecuritySoftwareCRMMarketing (MarTech),SaaS"
Barclays,Corporate VC,"Series ASeries B,Series CSeries D",https://home.barclays/,"Big Data & Analytics,Artificial Intelligence & Machine Learning (AI/ML)Software,SaaSFinTechBioTechFood and Beverage,ClimateTech & CleanTechAgTech (FarmTech),Information Technology"
Baroda Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.barodaventures.com,SoftwareMobileSaaSConsumerFinTech
Base Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.base.ventures,"CommunityEntertainment & MediaEnterpriseLogistics,TransportationAppsE-CommerceMobile,Health & WellnessFood and BeverageHealthcare,Manufacturing"
Base10 Partners,Venture Fund,"Pre-SeedSeed,Series A",www.base10.vc,"FinTechLogisticsSoftwareTransportation,Future of WorkMarketplaceHR TechMobile,HardwareIoT (Internet of Things)SaaS,Construction TechConsumerE-CommercePropTech,Artificial Intelligence & Machine Learning (AI/ML),Big Data & AnalyticsB2BInformation Technology,Supply Chain TechConsumer GoodsHealthcareRobotics,ParentingEdTechEntertainment & Media,Productivity ToolsSales AutomationDelivery,Medical DeviceCryptocurrency / Blockchain,Customer ServiceMarketing (MarTech),ClimateTech & CleanTechCloudTechCRM"
Basis Set Ventures,Venture Fund,"SeedSeries A,Series B",https://www.basisset.com,"Artificial Intelligence & Machine Learning (AI/ML),Marketing (MarTech)Robotics"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
Basis Set Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.basisset.com,"GovTechEnterpriseLegal TechPrivacySaaSApps,CollaborationSoftwareE-CommerceDeveloper Tools,Entertainment & MediaB2BInformation Technology,Sales Automation,Artificial Intelligence & Machine Learning (AI/ML),Big Data & AnalyticsRobotics"
Battery Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.battery.com,"Artificial Intelligence & Machine Learning (AI/ML)CloudTech,CybersecurityHealthcareMobileSoftware,Big Data & AnalyticsInformation Technology,Developer ToolsEnterpriseSaaSHR Tech,IoT (Internet of Things)EdTechComputerHardware,Advertising (AdTech)Marketing (MarTech)RetailTech,Creator EconomyAppsPaaS (Platforms)B2B,E-CommerceIndustrialsMarketplaceSupply Chain Tech,CMSLegal TechCRMConsumer Goods,Entertainment & MediaCollaborationProductivity Tools,ConsumerHospitalityPropTechService Industry,Sales AutomationNetwork SecurityRobotics,Risk ManagementAudioTechTelecommunications (TMT),Quality AssuranceFinTechMeeting SoftwareTravel,FashionInsurTechInfrastructureProfessional Services,LogisticsManufacturing"
Bay Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.baypartners.com,SoftwareMobileSaaSConsumerFinTech
BBG Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.bbgventures.com,"AgTech (FarmTech)B2BE-CommerceFood and Beverage,MarketplaceRetailTechClimateTech & CleanTech,CommunityHR TechBeautyBioTechHealthcare,AppsParentingEdTechConsumer GoodsElder Care,Health & WellnessHospitalityTravel,Professional ServicesSoftwareConsumerHardware,Artificial Intelligence & Machine Learning (AI/ML)Life Science,InfrastructureLogisticsSupply Chain TechFashion"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
BBQ Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.bbq.capital,SoftwareMobileSaaSConsumerFinTech
BCG Digital Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.bcgdv.com,"SoftwareTravelDeveloper Tools,Telecommunications (TMT)"
Bedrock Capital,Venture Fund,"Pre-SeedSeed,Series A",www.bedrockcap.com,"HealthcareIoT (Internet of Things)Medical Device,Information TechnologyFinTechSaaSSoftware,Big Data & Analytics,Artificial Intelligence & Machine Learning (AI/ML),Developer ToolsMarketing (MarTech)Construction Tech,ConsumerE-CommerceMarketplacePropTech,HR TechNetwork SecurityAppsSpaceTech,Manufacturing"
Bee Partners,Venture Fund,Pre-SeedSeed,www.beepartners.vc,"ManufacturingAgTech (FarmTech),Artificial Intelligence & Machine Learning (AI/ML)AudioTech,Augmented & Virtual Reality (AR/VR)FinTech,Big Data & AnalyticsClimateTech & CleanTechCloudTech,Construction TechCryptocurrency / BlockchainHealthcare,E-Sports (Gaming)RestaurantTechHR Tech,Impact InvestingInfrastructureInsurTech,IoT (Internet of Things)Legal TechMicro-Mobility,MobileOil & GasPropTechRidesharingRobotics,SaaSSpaceTechSupply Chain Tech,Wearables & Quantified Self"
Beechwood Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D","http://www.beechwoodcap.com",RetailTechParentingFood and BeverageHealthcare
BEENEXT,Venture Fund,"SeedSeries A,Series B",http://www.beenext.com,"HR TechEdTechSoftwareInformation Technology,SaaS"
Behind Genius Ventures,Venture Fund,"SeedSeries A,Series B","https://behindgeniusventures.com","HardwareE-Sports (Gaming)Creator Economy,E-CommerceEntertainment & Media"
BeiGene,Venture Fund,Series ASeries B,http://www.beigene.com,BioTechHealthcareLife ScienceMedical Device
"Ben Franklin TechnologyPartners",Venture Fund,"Pre-SeedSeed,Series A",www.cnp.benfranklin.org,"GovTechSaaSSoftware,Artificial Intelligence & Machine Learning (AI/ML)"
Benchmark,Venture Fund,"Pre-SeedSeed,Series A",www.benchmark.com,"ComputerCybersecurityInformation Technology,Medical DeviceHealthcareBig Data & Analytics,SoftwareEntertainment & MediaCreator Economy,MarketplaceOutdoorsFinTechDeveloper Tools,EnterpriseAppsEdTechHospitalitySaaS,Marketing (MarTech)CloudTechE-Sports (Gaming),ParentingMobile,Artificial Intelligence & Machine Learning (AI/ML),Advertising (AdTech)E-CommerceQuality Assurance,Risk ManagementAugmented & Virtual Reality (AR/VR),TravelCollaborationAudioTechSupply Chain Tech,Logistics"
Benhamou Global Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D","www.benhamouglobalventures.com","Big Data & Analytics,Artificial Intelligence & Machine Learning (AI/ML)B2B,CloudTechEnterpriseSaaSB2CE-Commerce,FinTechCustomer ServiceInformation Technology,IoT (Internet of Things)Entertainment & Media,Marketing (MarTech)SoftwareDeveloper Tools,Sales Automation"
Beresford Ventures,Venture Fund,"SeedSeries A,Series B","https://www.beresfordventures.com/",E-CommerceRetailTech
Bering Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://beringcapital.com,HealthcareLife Science
Beringea,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.beringea.com,"ClimateTech & CleanTechCybersecurityE-Commerce,Life ScienceManufacturingSaaS"
Berkeley Catalyst Fund (BCF),Venture Fund,"Pre-SeedSeed,Series A","www.berkeleycatalystfund.com","AgTech (FarmTech),Artificial Intelligence & Machine Learning (AI/ML)"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
Bessemer Venture Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.bvp.com,"Entertainment & MediaCreator EconomyEdTech,Big Data & AnalyticsDeveloper ToolsEnterprise,Information TechnologyFinTechNetwork Security,CybersecuritySaaSSoftwareCloudTechPrivacy,HealthcareMedical DeviceQuality AssurancePropTech,Artificial Intelligence & Machine Learning (AI/ML)RetailTech,Food and BeverageE-CommerceHospitality,PaaS (Platforms)RestaurantTechConsumerBioTech,Productivity ToolsHR TechRobotics,IoT (Internet of Things)B2BSales AutomationComputer,TransportationAdvertising (AdTech)Oil & Gas,Marketing (MarTech)Marketplace,Cryptocurrency / BlockchainCMSApps,Health & WellnessHardwareEventsMobileCRM,Risk ManagementWearables & Quantified SelfConsulting,Telecommunications (TMT)Consumer Goods,ClimateTech & CleanTechPharmaceuticalsLogistics,CommunityE-Sports (Gaming)Construction TechTravel,Supply Chain TechInsurTechProfessional Services,Consumer Electronics"
Betaspring,Accelerator,Seed,www.betaspring.com,SoftwareMobileSaaSConsumerFinTech
Betatron Venture Group,Venture Fund,"SeedSeries A,Series B",http://www.betatron.co/,ConsultingInformation TechnologySoftware
Betaworks,Venture Fund,"SeedSeries A,Series B",http://www.betaworks.com,"Developer ToolsSoftwareCollaborationEdTech,E-CommerceFashionManufacturingRetailTech,Artificial Intelligence & Machine Learning (AI/ML),Big Data & AnalyticsInformation TechnologyMobile,Augmented & Virtual Reality (AR/VR),Cryptocurrency / BlockchainConsumer Electronics,Creator EconomyCommunityE-Sports (Gaming),Entertainment & MediaIoT (Internet of Things)Apps,Advertising (AdTech)Marketing (MarTech),Telecommunications (TMT)CybersecuritySaaSFinTech"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
Betaworks Ventures,Venture Fund,Seed,"https://betaworksventures.com/","Artificial Intelligence & Machine Learning (AI/ML),Augmented & Virtual Reality (AR/VR)E-Sports (Gaming),SaaSTelecommunications (TMT)"
Bethnal Green Ventures,Venture Fund,"SeedSeries A,Series B","https://bethnalgreenventures.com/apply","FinTechBig Data & Analytics,Artificial Intelligence & Machine Learning (AI/ML),Information TechnologySales AutomationSoftware"
Better Food Ventures,Venture Fund,Seed,"www.betterfoodventures.com",Food and BeverageFoodTech
Better Tomorrow Ventures,Venture Fund,Seed,www.btv.vc,FinTech
Bettor Capital,Venture Fund,"SeedSeries A,Series B","https://www.bettorcapital.com/",E-Sports (Gaming)
Bienville Capital,Family Office,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.bienvillecapital.com,"Food and BeverageE-CommerceHospitality,PaaS (Platforms)RestaurantTechService IndustryEvents,Information TechnologyProfessional ServicesApps,RetailTechBioTechBig Data & AnalyticsPropTech"
Big Basin Capital,Venture Fund,"Pre-SeedSeed,Series A",www.bigbasincapital.com,SoftwareMobileSaaSConsumerFinTech
Big Idea Ventures,Accelerator,"Pre-SeedSeed,Series A",www.bigideaventures.com,"AgTech (FarmTech)BioTechFood and Beverage,ClimateTech & CleanTech"
Bigfoot Capital,Venture Fund,Seed,https://www.bigfootcap.com,"Artificial Intelligence & Machine Learning (AI/ML),CybersecurityPropTechSaaSSoftwareInsurTech,Developer ToolsE-CommerceEnterprise,Information Technology"
"Bill & Melinda GatesFoundation",Family Office,"SeedSeries A,Series BSeries C,Series D",https://www.gatesfoundation.org/,"BioTechProfessional ServicesMedical Device,AgTech (FarmTech)Advanced MaterialsEdTech,Service IndustryFood and BeverageHealthcare,Pharmaceuticals"
Binary Capital,Venture Fund,"Pre-SeedSeed,Series A",www.binarycap.com,EnterpriseHR TechEntertainment & Media
Bioeconomy Capital,Venture Fund,"SeedSeries A,Series B","http://www.bioeconomycapital.com","ManufacturingAgTech (FarmTech),ClimateTech & CleanTechRestaurantTechImpact Investing,InfrastructureLife Science"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
Bioventures Investors,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D","www.bioventuresinvestors.com",SoftwareMobileSaaSConsumerFinTech
BIP Capital,Venture Fund,SeedSeries A,www.bip-capital.com,"B2BSaaSHealthcareFinTechEntertainment & Media,Developer Tools"
BITKRAFT Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.bitkraft.vc,"Advertising (AdTech),Artificial Intelligence & Machine Learning (AI/ML),Augmented & Virtual Reality (AR/VR)CloudTech,Cryptocurrency / BlockchainEdTechE-Sports (Gaming),Marketing (MarTech)MobileTelecommunications (TMT),Wearables & Quantified Self"
Black Jays,Venture Fund,"Pre-SeedSeed,Series A",www.blackjays.vc,Consumer GoodsE-CommerceHealthcareRetailTech
Blackbird Ventures,Venture Fund,"SeedSeries A,Series B",http://www.blackbird.vc,"Artificial Intelligence & Machine Learning (AI/ML)CloudTech,CybersecurityRisk ManagementEdTechHR Tech,Customer ServiceMarketing (MarTech)SaaS,Information TechnologyProductivity ToolsSoftware,Big Data & Analytics"
Blackhorn Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.blackhornvc.com,"ClimateTech & CleanTechSoftwareEnergyIndustrials,ManufacturingDeveloper ToolsTransportation,AgTech (FarmTech)Healthcare,Artificial Intelligence & Machine Learning (AI/ML),Big Data & AnalyticsConstruction TechFinTech,InfrastructurePropTechSaaS"
Blackstone Group,Corporate VC,"Series BSeries C,Series D",http://blackstone.com,"CloudTechCybersecurityDeveloper Tools,Information TechnologySoftwareCMSLegal Tech,EventsHospitalityPaaS (Platforms)Service Industry,Big Data & Analytics,Artificial Intelligence & Machine Learning (AI/ML)Enterprise,FinTechPropTechCommunityRisk Management,Supply Chain TechSaaS"
Blisce,Venture Fund,"Series BSeries C,Series D",www.blisce.com,SoftwareMobileSaaSConsumerFinTech
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
Blockchain Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.blockchaincapital.com,"Cryptocurrency / BlockchainFinTech,Information TechnologySoftwareBig Data & Analytics,E-Sports (Gaming)CloudTechE-Commerce,Network SecurityLogisticsAudioTech,Augmented & Virtual Reality (AR/VR)Enterprise"
Blockchain Founders Fund,Venture Fund,"SeedSeries A,Series B","http://www.blockchainff.com/",InsurTechFinTechMobilePropTech
Blockchange Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.blockchange.vc,SoftwareMobileSaaSConsumerFinTech
BlockTower Capital,Venture Fund,"SeedSeries A,Series B",https://blocktower.com/,"Cryptocurrency / BlockchainFinTech,Entertainment & MediaInformation Technology,Market ResearchDeveloper ToolsMarketplaceSoftware"
Bloomberg Beta,Venture Fund,"Pre-SeedSeed,Series A",www.bloombergbeta.com,"CollaborationEdTechCybersecurityBig Data & Analytics,Marketing (MarTech)Sales AutomationHR TechSaaS,SoftwareDeveloper ToolsInformation Technology,Artificial Intelligence & Machine Learning (AI/ML)Privacy,Construction TechEnterpriseMobileProductivity Tools,CloudTechHardwareFinTechCRM"
Blossom Capital,Venture Fund,"SeedSeries A,Series B","http://www.blossomcap.com/",CloudTechInformation TechnologySoftware
Blossom Street Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D","www.blossomstreetventures.com","CloudTechBig Data & AnalyticsInformation Technology,PaaS (Platforms)SoftwareSales AutomationMobile,Telecommunications (TMT)"
Blu Venture Investors,Venture Fund,"Pre-SeedSeed,Series A","www.bluventureinvestors.com","CybersecurityIoT (Internet of Things)Life ScienceSaaS,Telecommunications (TMT)Enterprise"
Blue Bear Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.bluebearcap.com,"FinTechSoftwareDeveloper ToolsRoboticsEnergy,ClimateTech & CleanTechCloudTechHardware,Information TechnologyIoT (Internet of Things),Big Data & AnalyticsAugmented & Virtual Reality (AR/VR),Professional ServicesComputerMobileService Industry"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
Blue Cloud Ventures,Venture Fund,"Series BSeries C,Series D",www.bluecloudventures.com,"CybersecurityInsurTechSoftwareBig Data & Analytics,Artificial Intelligence & Machine Learning (AI/ML)CRM,Marketing (MarTech)Food and BeverageRetailTechSaaS,HR Tech"
Blue Collective,Venture Fund,"Pre-SeedSeed,Series A",www.bluecollective.com,"AppsTransportationConsumer ElectronicsBeauty,Sales AutomationE-CommerceFashion,Advertising (AdTech)Big Data & Analytics,Marketing (MarTech)RetailTech,Artificial Intelligence & Machine Learning (AI/ML),Developer ToolsMobileSoftwareQuality Assurance,Consumer GoodsProfessional ServicesHospitality,PropTech"
Blue Heron Capital,Venture Fund,"SeedSeries A,Series BSeries C,Series D","http://www.blueheroncap.com",HealthcareSaaS
Blue Lagoon Capital,Venture Fund,"SeedSeries A,Series B",https://www.blu.biz/,TransportationInformation Technology
Blue Owl,Venture Fund,Series CSeries D,https://www.blueowl.com/,"Artificial Intelligence & Machine Learning (AI/ML)B2B,Big Data & AnalyticsInformation Technology,Marketing (MarTech)Sales Automation"
Blue Scorpion Investments,Venture Fund,SeedSeries A,"http://www.bluescorpioninv.com",ConsumerSoftwareHealthcareE-Commerce
Blue Star Innovation Partners,Venture Fund,"Series BSeries C,Series D","https://www.bluestarinnovationpartners.com",Developer ToolsE-CommerceFinTechSaaSSoftware
Blue Startups,Accelerator,Seed,http://www.bluestartups.com,HR TechMarketplaceSaaSSoftware
BluePointe Ventures,Venture Fund,"SeedSeries A,Series B","http://www.bluepointeventures.com/","Artificial Intelligence & Machine Learning (AI/ML),Augmented & Virtual Reality (AR/VR)Big Data & Analytics,CloudTechSaaS"
Blueprint Equity,Venture Fund,Series CSeries D,http://onblueprint.com,MobileConstruction TechEntertainment & MediaSaaS
BlueRed Partners,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://blueredpartners.com/,"ComputerCybersecurityInformation Technology,Risk ManagementSoftwareSupply Chain Tech"
Investor Name,Fund Type,Fund Stage,Website (if available),Fund Focus (Sectors)
BlueRun Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.brv.com,"Health & WellnessHealthcareMedical DeviceFinTech,PropTechCRMCustomer ServiceProductivity Tools,Sales AutomationSoftwareDeveloper Tools,Advertising (AdTech),Artificial Intelligence & Machine Learning (AI/ML)B2B,Big Data & AnalyticsMarketing (MarTech)SaaS"
Bluestein Ventures,Family Office,"Pre-SeedSeed,Series A",www.bluesteinventures.com,SoftwareMobileSaaSConsumerFinTech
BlueYard Capital,Venture Fund,"SeedSeries A,Series B",http://blueyard.com/,"BioTechArtificial Intelligence & Machine Learning (AI/ML),Life ScienceWearables & Quantified Self"
Blumberg Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.blumbergcapital.com,"HealthcareBig Data & AnalyticsFinTechEnterprise,LogisticsIoT (Internet of Things)CloudTech,Supply Chain TechCybersecurityInsurTech,Artificial Intelligence & Machine Learning (AI/ML),Productivity ToolsSoftwareB2BSaaS"
Blume Ventures,Venture Fund,"SeedSeries A,Series B",http://blume.vc/,"CloudTechDeveloper ToolsQuality AssuranceComputer,Information TechnologySaaSSoftwareSpaceTech,Big Data & Analytics,Artificial Intelligence & Machine Learning (AI/ML),Sales AutomationPropTech"
BMW i Ventures,Corporate VC,"SeedSeries A,Series BSeries C,Series D","http://www.bmwiventures.com","Artificial Intelligence & Machine Learning (AI/ML),TransportationInformation TechnologyMobileSoftware,Supply Chain TechAdvanced Materials,ClimateTech & CleanTechManufacturingHardware,EnergyRoboticsAudioTechConsumer Electronics,IoT (Internet of Things)Medical Device,Wearables & Quantified SelfTelecommunications (TMT),Big Data & AnalyticsCloudTechConsumer GoodsApps,RidesharingNanotechnologyCybersecurityEnterprise"
